,Unnamed: 0,Incident Number,Incident Date,Reason for Report,Impact of Incident,Country,State,County,City,Product Registration Number(s),Product Names,PC Codes,Active Ingredient(s),Overall Submission Description (may describe multiple incidents),clean
8823,8823,032424-00001,07/20/2019,Adverse Reaction,"HB - Human - Major, HC - Human - Moderate",US,CA,Monterey,,,Endigo Zc,"128897, 060109","lambda-Cyhalothrin, Thiamethoxam","Region 9: Jul7 2019, Monterey County Agricultural Commissioner's (CAC) office was notified of this incident by DPR's Worker Health and Safety branch's PISP (Pesticide Incident Surveillance Program) unit on
Thursday, July 25th. They interviewed the 33 year old male that same day from his hospital room.
Monterey CAC has also interviewed the five (5) other irrigators and their foreman, as of July 26th.
Four of the other irrigators experienced pesticide related symptoms, three of them during that
workday and the fourth one that following Monday. Monterey CAC staff is currently working on
interviews, PUR data, wind data, evaluating training records, and medical records. This investigation
is currently ongoing.","region 9: jul7 2019, monterey county agricultural commissioner's (cac) office notified incident dpr's worker health safety branch's pisp (pesticide incident surveillance program) unit thursday, july 25th. they interviewed 33 year old male day hospital room. monterey cac also interviewed five (5) irrigators foreman, july 26th. four irrigators experienced pesticide related symptoms, three workday fourth one following monday. monterey cac staff currently working interviews, pur data, wind data, evaluating training records, medical records. this investigation currently ongoing."
8824,8824,032424-00001,07/20/2019,Adverse Reaction,"HB - Human - Major, HC - Human - Moderate",US,CA,Monterey,,000275-00094,Xentari As Biological Insecticide,006403,Bacillus thuringiensis subsp. aizawai,"Region 9: Jul7 2019, Monterey County Agricultural Commissioner's (CAC) office was notified of this incident by DPR's Worker Health and Safety branch's PISP (Pesticide Incident Surveillance Program) unit on
Thursday, July 25th. They interviewed the 33 year old male that same day from his hospital room.
Monterey CAC has also interviewed the five (5) other irrigators and their foreman, as of July 26th.
Four of the other irrigators experienced pesticide related symptoms, three of them during that
workday and the fourth one that following Monday. Monterey CAC staff is currently working on
interviews, PUR data, wind data, evaluating training records, and medical records. This investigation
is currently ongoing.","region 9: jul7 2019, monterey county agricultural commissioner's (cac) office notified incident dpr's worker health safety branch's pisp (pesticide incident surveillance program) unit thursday, july 25th. they interviewed 33 year old male day hospital room. monterey cac also interviewed five (5) irrigators foreman, july 26th. four irrigators experienced pesticide related symptoms, three workday fourth one following monday. monterey cac staff currently working interviews, pur data, wind data, evaluating training records, medical records. this investigation currently ongoing."
8825,8825,032424-00001,07/20/2019,Adverse Reaction,"HB - Human - Major, HC - Human - Moderate",US,CA,Monterey,,000264-01050,Movento,392201,Spirotetramat,"Region 9: Jul7 2019, Monterey County Agricultural Commissioner's (CAC) office was notified of this incident by DPR's Worker Health and Safety branch's PISP (Pesticide Incident Surveillance Program) unit on
Thursday, July 25th. They interviewed the 33 year old male that same day from his hospital room.
Monterey CAC has also interviewed the five (5) other irrigators and their foreman, as of July 26th.
Four of the other irrigators experienced pesticide related symptoms, three of them during that
workday and the fourth one that following Monday. Monterey CAC staff is currently working on
interviews, PUR data, wind data, evaluating training records, and medical records. This investigation
is currently ongoing.","region 9: jul7 2019, monterey county agricultural commissioner's (cac) office notified incident dpr's worker health safety branch's pisp (pesticide incident surveillance program) unit thursday, july 25th. they interviewed 33 year old male day hospital room. monterey cac also interviewed five (5) irrigators foreman, july 26th. four irrigators experienced pesticide related symptoms, three workday fourth one following monday. monterey cac staff currently working interviews, pur data, wind data, evaluating training records, medical records. this investigation currently ongoing."
8834,8834,032434-00001,08/21/2019,Adverse Reaction,ON - Other Nontarget,US,CO,Riverside,Banning,,Unknown,,Unknown,"Region 9: On August 23, 2019, the California Department of Pesticide Regulation (DPR) was notified by the Riverside County Agricultural Commissioner's (RIV CAC) office of a reported bee loss. The RIV CAC received the complaint on August 22, 2019, from a beekeeper located in Banning, who first noticed the dead bees the morning of August 21, 2019.","region 9: on august 23, 2019, california department pesticide regulation (dpr) notified riverside county agricultural commissioner's (riv cac) office reported bee loss. the riv cac received complaint august 22, 2019, beekeeper located banning, first noticed dead bees morning august 21, 2019."
8835,8835,032434-00001,08/21/2019,Adverse Reaction,ON - Other Nontarget,US,CO,Riverside,Banning,,,,Unknown,"Region 9: On August 23, 2019, the California Department of Pesticide Regulation (DPR) was notified by the Riverside County Agricultural Commissioner's (RIV CAC) office of a reported bee loss. The RIV CAC received the complaint on August 22, 2019, from a beekeeper located in Banning, who first noticed the dead bees the morning of August 21, 2019.","region 9: on august 23, 2019, california department pesticide regulation (dpr) notified riverside county agricultural commissioner's (riv cac) office reported bee loss. the riv cac received complaint august 22, 2019, beekeeper located banning, first noticed dead bees morning august 21, 2019."
8836,8836,032435-00001,07/18/2019,Adverse Reaction,HA - Human Fatality,US,CA,Tulare,,070506-00310,Lifeline Herbicide,128850,Glufosinate,"Region 9: On Friday, August 2, 2019, at approximately 2:15 pm, Tulare County Agricultural Commissioner's (CAC) Office received a call from the spouse of a farm employee who was discovered deceased at his work site. On July 18, she dropped him off at a work site where he made a ground application of GlyStar and Lifeline to a corn field using an open cab tractor pulling a boom sprayer.  She went back later and found him deceased. It is suspected that the applicator may have experienced a heart attack, but she is concerned the pesticides could have contributed to his death.","region 9: on friday, august 2, 2019, approximately 2:15 pm, tulare county agricultural commissioner's (cac) office received call spouse farm employee discovered deceased work site. on july 18, dropped work site made ground application glystar lifeline corn field using open cab tractor pulling boom sprayer. she went back later found deceased. it suspected applicator may experienced heart attack, concerned pesticides could contributed death."
8837,8837,032435-00001,07/18/2019,Adverse Reaction,HA - Human Fatality,US,CA,Tulare,,042750-00062,Albaugh Land Star,"103601, 030025","Glyphosate-isopropylammonium, 2,4-D, isopropylamine salt","Region 9: On Friday, August 2, 2019, at approximately 2:15 pm, Tulare County Agricultural Commissioner's (CAC) Office received a call from the spouse of a farm employee who was discovered deceased at his work site. On July 18, she dropped him off at a work site where he made a ground application of GlyStar and Lifeline to a corn field using an open cab tractor pulling a boom sprayer.  She went back later and found him deceased. It is suspected that the applicator may have experienced a heart attack, but she is concerned the pesticides could have contributed to his death.","region 9: on friday, august 2, 2019, approximately 2:15 pm, tulare county agricultural commissioner's (cac) office received call spouse farm employee discovered deceased work site. on july 18, dropped work site made ground application glystar lifeline corn field using open cab tractor pulling boom sprayer. she went back later found deceased. it suspected applicator may experienced heart attack, concerned pesticides could contributed death."
8838,8838,032437-00001,08/14/2019,Adverse Reaction,ON - Other Nontarget,US,WA,Spokane,Spokane,,Unknown,,Unknown,"News Article: Aug. 2019, thousands of dead bees found in a neighborhood in Spokane, WA, pesticides suspected. ","news article: aug. 2019, thousands dead bees found neighborhood spokane, wa, pesticides suspected."
8839,8839,032437-00001,08/14/2019,Adverse Reaction,ON - Other Nontarget,US,WA,Spokane,Spokane,,,,Unknown,"News Article: Aug. 2019, thousands of dead bees found in a neighborhood in Spokane, WA, pesticides suspected. ","news article: aug. 2019, thousands dead bees found neighborhood spokane, wa, pesticides suspected."
8840,8840,032437-00002,08/14/2019,Adverse Reaction,ON - Other Nontarget,US,WA,Spokane,Spokane,,Unknown,,Unknown,"News Article: Aug. 2019, thousands of dead bees found in a neighborhood in Spokane, WA, pesticides suspected. ","news article: aug. 2019, thousands dead bees found neighborhood spokane, wa, pesticides suspected."
8841,8841,032437-00002,08/14/2019,Adverse Reaction,ON - Other Nontarget,US,WA,Spokane,Spokane,,,,Unknown,"News Article: Aug. 2019, thousands of dead bees found in a neighborhood in Spokane, WA, pesticides suspected. ","news article: aug. 2019, thousands dead bees found neighborhood spokane, wa, pesticides suspected."
8978,8978,032494-00001,08/31/2019,Adverse Reaction,"DC - Domestic Animal - Moderate, HB - Human - Major",US,MT,,,,Pilot 4e ,059101,Chlorpyrifos,"NPIC: Sept. 2019, a 60 year-old woman seeking health, food safety, chemical, regulatory, and testing information related to the use of Pilot 4E (active ingredient chlorpyrifos) on a neighboring field.","npic: sept. 2019, 60 year-old woman seeking health, food safety, chemical, regulatory, testing information related use pilot 4e (active ingredient chlorpyrifos) neighboring field."
8979,8979,032495-00001,03/21/2019,Adverse Reaction,HD - Human - Minor,US,CA,Imperial,,000266-20001,Sodium Hypochlorite - 12.5%,014703,Sodium hypochlorite,"Region 9: Aug. 2019, On March 22, 2019, the Department of Pesticide Regulation (DPR) received a Pesticide Incident Report(PIR) from the California Poison Control System reporting that a 24-year old female was exposed to sodium hypochlorite and visited Pioneers Hospital, on March 21, 2019.","region 9: aug. 2019, on march 22, 2019, department pesticide regulation (dpr) received pesticide incident report(pir) california poison control system reporting 24-year old female exposed sodium hypochlorite visited pioneers hospital, march 21, 2019."
8982,8982,032510-00001,09/13/2019,Adverse Reaction,HD - Human - Minor,US,CA,Kern ,Bakersfield,008033-00023-070506,Assail 70wp Insecticide,099050,Acetamiprid,"Region 9: On 9/13/2019, at approximately 10:30 p.m., a school bus with 29 students was traveling East on Maricopa Highway 166 in Bakersfield when they were allegedly drifted on by an air blast sprayer making an application of Assail (EPA Reg. No. 8033-23-70506) to a citrus orchard.","region 9: on 9/13/2019, approximately 10:30 p.m., school bus 29 students traveling east maricopa highway 166 bakersfield allegedly drifted air blast sprayer making application assail (epa reg. no. 8033-23-70506) citrus orchard."
